screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
elonmusk,2020-09-03T22:25:56Z,"🇩🇪🖤Giga Berlin Mannschaft🖤🇩🇪
Vielen Dank für Ihre hervorragende Arbeit an Giga Berlin!! https://t.co/KVo5mBfnXt",3562,64149,,,,Twitter for iPhone,de,1301647642846547971
elonmusk,2020-09-03T22:04:40Z,Great trip to Germany. Support from government &amp; people is super appreciated!,3915,110964,,,,Twitter for iPhone,en,1301642292424515586
elonmusk,2020-09-03T21:54:47Z,@sara_boutall @Tesla 🤣🤣,94,6086,sara_boutall,,,Twitter for iPhone,,1301639805995020289
elonmusk,2020-09-03T14:43:46Z,RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/DdBxIOdOg1,4961,0,,SpaceX,,Twitter for iPhone,en,1301531337896140809
elonmusk,2020-09-03T14:43:34Z,RT @SpaceX: Liftoff! https://t.co/sTZnAn3VTX,5738,0,,SpaceX,,Twitter for iPhone,en,1301531285899411457
elonmusk,2020-09-02T23:46:27Z,@StefanTPeterson @Tesla Trust ur butt haha,229,4088,StefanTPeterson,,,Twitter for iPhone,en,1301305518196224001
elonmusk,2020-09-02T23:43:38Z,@slashdot An AI with 🍓 picking as its goal will result in Strawberry Fields Forever,497,9360,slashdot,,,Twitter for iPhone,en,1301304810428391427
elonmusk,2020-09-01T07:42:53Z,"@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Over time, outer 20 will have ~300 tons of thrust &amp; inner 8 ~210, so roughly 7500 tons total at sea level or 1.5 T/W for booster+ship",124,1920,elonmusk,,,Twitter for iPhone,en,1300700639786340353
elonmusk,2020-09-01T07:36:30Z,@SpceEnthusiast @tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude Yeah,40,1192,SpceEnthusiast,,,Twitter for iPhone,en,1300699036505247744
elonmusk,2020-09-01T07:35:12Z,@Alert_Alarms Just go through resonant modes fast. It’s when you hang out there that problems arise.,47,1273,Alert_Alarms,,,Twitter for iPhone,en,1300698709240487936
elonmusk,2020-09-01T07:32:36Z,"@tjmurphy_mit @thesheetztweetz @ExploreMars @SpaceX @TheeSpaceDude The outer ring of booster engines (20 of 28) have no TVC actuators. Steering control comes from center 8 TVC &amp; differential throttle of outer engines. By any measure, the high thrust variant of Raptor will probably have the high T/W of any engine ever.",74,1320,tjmurphy_mit,,,Twitter for iPhone,en,1300698052026683394
elonmusk,2020-09-01T01:41:46Z,@Erdayastronaut @flcnhvy @GerberKawasaki Videodrome,53,1992,Erdayastronaut,,,Twitter for iPhone,en,1300609764284661760
elonmusk,2020-09-01T01:37:40Z,@teslaownersSV @justpaulinelol https://t.co/0CKVHrmtf1,97,1770,elonmusk,,,Twitter for iPhone,,1300608733135937539
elonmusk,2020-09-01T01:36:45Z,@teslaownersSV @justpaulinelol https://t.co/QoBVXGQ8Fz,82,1703,elonmusk,,,Twitter for iPhone,,1300608501048373248
elonmusk,2020-09-01T01:35:50Z,"@teslaownersSV @justpaulinelol Sorry, sir I think I have momentinertiaphobia",53,1109,elonmusk,,,Twitter for iPhone,en,1300608272593047555
elonmusk,2020-08-31T23:26:25Z,RT @SpaceX: Falcon 9 first stage lands at Landing Zone 1 to complete this booster’s fourth flight https://t.co/tUtAcKmIFn,10260,0,,SpaceX,,Twitter for iPhone,en,1300575702585090049
elonmusk,2020-08-31T22:56:01Z,@frydave @youyanggu @DFisman Yeah,21,729,frydave,,,Twitter for iPhone,en,1300568051339976705
elonmusk,2020-08-31T19:01:17Z,@PPathole @Nigel_Lockyer @Penn @Fermilab LHC tbh,27,929,PPathole,,,Twitter for iPhone,en,1300508980154896386
elonmusk,2020-08-31T18:37:39Z,https://t.co/oVaoHsg1of,15897,226607,,,,Twitter for iPhone,,1300503031470010370
elonmusk,2020-08-31T17:50:51Z,"@Nigel_Lockyer @Penn @Fermilab If you ever want to build a long accelerator tunnel, straight or circular, I know some people …",137,4606,Nigel_Lockyer,,,Twitter for iPhone,en,1300491251880525826
elonmusk,2020-08-31T03:28:09Z,"RT @SpaceX: After launching SAOCOM 1B and two rideshare payloads to orbit, Falcon 9’s first stage returns to Earth and lands at Landing Zone 1 — completing SpaceX’s first polar orbit mission from Florida https://t.co/dOeZEaKFAR",5147,0,,SpaceX,,Twitter for iPhone,en,1300274146945970177
elonmusk,2020-08-31T02:21:52Z,RT @SpaceX: Deployment of SAOCOM 1B confirmed https://t.co/gqtxQMpy48,3730,0,,SpaceX,,Twitter for iPhone,en,1300257469428641792
elonmusk,2020-08-31T02:21:44Z,RT @SpaceX: Falcon 9’s first stage has landed at Landing Zone 1 https://t.co/0y5FkVqPk8,12152,0,,SpaceX,,Twitter for iPhone,en,1300257435727298561
elonmusk,2020-08-31T02:21:39Z,RT @SpaceX: Liftoff! https://t.co/AIwrMzB3D1,8837,0,,SpaceX,,Twitter for iPhone,en,1300257411714953216
elonmusk,2020-08-31T01:13:59Z,@VitalVegas Cool,118,4954,VitalVegas,,,Twitter for iPhone,en,1300240382949822464
elonmusk,2020-08-31T00:46:55Z,RT @neuralink: Snout Boops https://t.co/ZJogq2ulvf,970,0,,neuralink,,Twitter for iPhone,en,1300233571286822913
elonmusk,2020-08-30T21:52:52Z,"@Nigel_Lockyer @Penn @Fermilab Physics is the law, everything else is a recommendation",1200,12336,Nigel_Lockyer,,,Twitter for iPhone,en,1300189771197628417
elonmusk,2020-08-30T18:21:39Z,"@SamTalksTesla @Teslarati If some company has solved a useful thing that we can just buy, that would be great! It’s so much work to create our own tech. We develop new tech, because we have to, not because we want to.",168,2372,SamTalksTesla,,,Twitter for iPhone,en,1300136618318278656
elonmusk,2020-08-30T17:54:20Z,"@Teslarati Tesla Germany designed &amp; built the vaccine RNA printers for CureVac, but, subject to some CureVac IP, they could be made for other companies too",373,5665,Teslarati,,,Twitter for iPhone,en,1300129744046952448
elonmusk,2020-08-30T16:37:45Z,"@engineers_feed Technically, James Watt measured a pony, added 50% &amp; rounded up haha https://t.co/vnkO0MTrUC",239,5549,engineers_feed,,,Twitter for iPhone,en,1300110470498705408
elonmusk,2020-08-30T16:31:13Z,"@flcnhvy @GerberKawasaki Also, Critical Thinking",105,3368,elonmusk,,,Twitter for iPhone,en,1300108824817397760
elonmusk,2020-08-30T16:27:06Z,@flcnhvy @GerberKawasaki Alexander and the Rise of Hellenism and Film Studies,128,4001,flcnhvy,,,Twitter for iPhone,en,1300107789679972353
elonmusk,2020-08-30T16:20:32Z,"@GerberKawasaki Wow, I super loved astronomy (but took it at Queens, not Penn)! Definitely one of my favorite classes. Senior year quantum mechanics at Penn was the hardest class I ever took. That stuff will mess with your mind.",370,9593,GerberKawasaki,,,Twitter for iPhone,en,1300106137413582849
elonmusk,2020-08-30T16:16:00Z,"@teslaownersSV @justpaulinelol Yeah, he sent it to me through a mutual physics prof friend at Caltech/CERN. Very basic stuff. https://t.co/CI2DZEGjcB",883,10552,teslaownersSV,,,Twitter for iPhone,en,1300104995476574211
elonmusk,2020-08-30T16:05:28Z,@justpaulinelol It’s too embarrassing,121,7137,justpaulinelol,,,Twitter for iPhone,en,1300102343741124614
elonmusk,2020-08-30T16:00:31Z,Just learned that my physics prof from Penn is head of Fermilab &amp; still has some of my old homework ☺️,5104,152895,,,,Twitter for iPhone,en,1300101097802141703
elonmusk,2020-08-30T15:51:16Z,"@ruskin147 It is unfortunately common for many in academia to overweight the value of ideas &amp; underweight bringing them to fruition. For example, the idea of going to the moon is trivial, but going to the moon is hard.",1633,18532,ruskin147,,,Twitter for iPhone,en,1300098773348241408
elonmusk,2020-08-30T15:34:08Z,"@l_vaux @kulpability @tlowdon @EthicalSkeptic People are extremely unlikely to die of Covid/sars-cov2 alone. If you have multiple pre-existing health conditions &amp; a weak immune system, then you have significant mortality risk from many diseases (not just Covid/sars-cov2) that would otherwise have minor effect.",173,1272,l_vaux,,,Twitter for iPhone,en,1300094458751586304
elonmusk,2020-08-30T15:23:52Z,@PPathole @kulpability @tlowdon @EthicalSkeptic That &amp; Giga Berlin are why I’m headed to Germany this week. Conversations with Harvard epidemiology confirmed that a high-speed RNA printer has potential be helpful for vaccines &amp; cures in many areas.,216,2242,PPathole,,,Twitter for iPhone,en,1300091877014810624
elonmusk,2020-08-30T15:10:11Z,"@tlowdon @EthicalSkeptic Antibody half-life for cov2 is very short. In a study that SpaceX did working with Harvard epidemiology, it appears to be as low as 2 or 3 weeks. Nonetheless, reinfection rates are very low &amp; symptoms are minor, perhaps due to memory T cells https://t.co/z9WlvIjoTw",159,1128,elonmusk,,,Twitter for iPhone,en,1300088433130561536
elonmusk,2020-08-30T15:01:31Z,@PPathole @tlowdon @EthicalSkeptic Yeah,23,579,PPathole,,,Twitter for iPhone,en,1300086250679001089
elonmusk,2020-08-30T14:41:30Z,"@kulpability @tlowdon @EthicalSkeptic One person at Tesla (out of 60,000) was hospitalized in serious condition (he caught cov2 at home, not work), no deaths. I called his wife &amp; Hayward hospital to make sure he was getting the right treatment, but which he was.",331,2727,kulpability,,,Twitter for iPhone,en,1300081216218189825
elonmusk,2020-08-30T14:28:18Z,"@tlowdon @EthicalSkeptic Some of the tests we initially tried at Tesla were ~50% false positive, including some from major medical device companies. Too many testing methods were approved too quickly. Wouldn’t blame the FDA, though. Public was demanding fast test approval.",1717,13761,tlowdon,,,Twitter for iPhone,en,1300077893352030209
elonmusk,2020-08-30T06:28:30Z,@WholeMarsBlog @MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Not yet,29,947,WholeMarsBlog,,,Twitter for iPhone,en,1299957148009394176
elonmusk,2020-08-30T06:16:15Z,@MarcusHouseGame @Neopork85 @SpaceX @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Yes. This is the hardest part of the booster design.,50,1323,MarcusHouseGame,,,Twitter for iPhone,en,1299954063174377474
elonmusk,2020-08-30T04:17:57Z,"@ICannot_Enough People read too much into this level of detail. It’s not useful for predicting the future, nor can we ourselves accurately predict what issues we will encounter on a short-term, fine-grained level.",102,1794,ICannot_Enough,,,Twitter for iPhone,en,1299924292709224448
elonmusk,2020-08-30T02:43:50Z,@ICannot_Enough Critical feedback is always appreciated btw,448,27702,ICannot_Enough,,,Twitter for iPhone,en,1299900609139630084
elonmusk,2020-08-29T22:41:47Z,"@biogirl09 @JaneidyEve @Tesmanian_com @SpaceX We can’t have a blanket pass, but maybe for some events",19,852,biogirl09,,,Twitter for iPhone,en,1299839693320724480
elonmusk,2020-08-29T22:41:05Z,"@Neopork85 @SpaceX @MarcusHouseGame @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Booster design has shifted to four legs with a wider stance (to avoid engine plume impingement in vacuum), rather than six",396,9821,Neopork85,,,Twitter for iPhone,en,1299839516065234944
elonmusk,2020-08-29T14:06:34Z,@flcnhvy @PPathole @ID_AA_Carmack Later versions of a larger device would have that potential,94,1774,flcnhvy,,,Twitter for iPhone,en,1299710034192941056
elonmusk,2020-08-29T09:52:49Z,@EvaFoxU @waitbutwhy Yup,54,1848,EvaFoxU,,,Twitter for iPhone,,1299646174874329088
elonmusk,2020-08-29T09:34:17Z,"@PPathole @ID_AA_Carmack Actually C, although the syntax could be improved esthetically",74,1713,PPathole,,,Twitter for iPhone,en,1299641513450721280
elonmusk,2020-08-29T09:03:58Z,"@ID_AA_Carmack I like C, because it avoids class warfare",159,2350,ID_AA_Carmack,,,Twitter for iPhone,en,1299633884129193984
elonmusk,2020-08-29T08:10:38Z,@PPathole @IEEESpectrum @neuralink A nightcap would probably work best,48,1430,PPathole,,,Twitter for iPhone,en,1299620462306099201
elonmusk,2020-08-29T07:05:40Z,@IEEESpectrum @neuralink Pretty much,224,8228,IEEESpectrum,,,Twitter for iPhone,en,1299604114054225921
elonmusk,2020-08-29T02:13:23Z,@Tesmanian_com Good summary,95,2128,Tesmanian_com,,,Twitter for iPhone,en,1299530557529808897
elonmusk,2020-08-29T01:02:05Z,Conceptual telepathy,10884,145375,,,,Twitter for iPhone,en,1299512615001964544
elonmusk,2020-08-29T01:00:46Z,"RT @waitbutwhy: If you ever fantasize about having been an 1880s engineer working in Edison’s lab, apply to work at @neuralink.",1478,0,,waitbutwhy,,Twitter for iPhone,en,1299512281730961409
elonmusk,2020-08-28T22:32:20Z,Ahem … starting soon https://t.co/eCGHH5stOn,4328,56010,,,,Twitter for iPhone,en,1299474927565770753
elonmusk,2020-08-28T19:37:40Z,"“All of physics is either impossible or trivial. It is impossible until you understand it, and then it becomes trivial.” E Rutherford",14807,121621,,,,Twitter for iPhone,en,1299430971494731776
elonmusk,2020-08-28T19:09:31Z,@flcnhvy Giant gap between experimental medical device for use only in patients with extreme medical problems &amp; widespread consumer use. This is way harder than making a small number of prototypes.,108,2817,flcnhvy,,,Twitter for iPhone,en,1299423888556855299
elonmusk,2020-08-28T19:06:30Z,@tobyliiiiiiiiii @Erdayastronaut @flcnhvy @DJSnM Testing with shorter RVac skirt went well. Full length skirt test coming soon.,68,1627,tobyliiiiiiiiii,,,Twitter for iPhone,en,1299423127605256194
elonmusk,2020-08-28T19:05:17Z,Neuralink product demo in 3 hours. Webcast at https://t.co/Y9wREd78oj.,7821,41512,,,,Twitter for iPhone,en,1299422822205452288
elonmusk,2020-08-28T19:02:39Z,"@Erdayastronaut @flcnhvy @DJSnM Raptor reached 230 mT-F (over half a million pounds of thrust) at peak pressure with some damage, so this version of the engine can probably sustain ~210 tons. Should have a 250+ ton engine in about 6 to 9 months. Target for booster is 7500 tons (16.5 million pounds) of thrust.",189,2472,elonmusk,,,Twitter for iPhone,en,1299422160667250689
elonmusk,2020-08-28T17:26:14Z,"@nextspaceflight Good chance something will slip, but, yeah, Sunday is intense",237,6099,nextspaceflight,,,Twitter for iPhone,en,1299397894135373824
elonmusk,2020-08-28T15:49:23Z,@Erdayastronaut @flcnhvy @DJSnM Only need 2 engines,126,3679,Erdayastronaut,,,Twitter for iPhone,en,1299373520179216384
elonmusk,2020-08-28T07:02:21Z,@AstroJordy @flcnhvy @DJSnM Boring Co tunnel in Vegas is only a few months from being operational,157,2208,AstroJordy,,,Twitter for iPhone,en,1299240890947436545
elonmusk,2020-08-28T06:56:58Z,"@flcnhvy @DJSnM Neuralink this month &amp; Tesla next month, SpaceX probably October. We will have made a lot of progress by then. Might have a prototype booster hop done by then.",523,6450,flcnhvy,,,Twitter for iPhone,en,1299239536535375872
elonmusk,2020-08-28T06:54:05Z,@zeitmas @DJSnM Soon,27,1212,zeitmas,,,Twitter for iPhone,en,1299238808492191744
elonmusk,2020-08-28T06:46:04Z,@DJSnM They’re quite accurate!,190,10873,DJSnM,,,Twitter for iPhone,en,1299236792479019009
elonmusk,2020-08-28T05:54:12Z,@EvaFoxU That number sure comes up a lot 🤣🤣,530,24839,EvaFoxU,,,Twitter for iPhone,en,1299223737779200001
elonmusk,2020-08-28T04:34:11Z,@ajtourville @peterdog15 I’m fine with reasonable drone footage. Just needs to be at a fair distance &amp; not coming right up to people. I think our security was a little overzealous in this case.,161,4550,ajtourville,,,Twitter for iPhone,en,1299203602662137862
elonmusk,2020-08-28T02:44:17Z,@GerberKawasaki @Tesla Thanks to a smart and hardworking team at Tesla. These sure are wild times …,513,15963,GerberKawasaki,,,Twitter for iPhone,en,1299175947174780929
elonmusk,2020-08-27T22:03:29Z,@Teslarati Much appreciated. This was a serious attack.,1094,31879,Teslarati,,,Twitter for iPhone,en,1299105277485088768
elonmusk,2020-08-27T17:16:39Z,@thejackbeyer @NASASpaceflight Brave Starhopper carried the day,185,5643,thejackbeyer,,,Twitter for iPhone,en,1299033095438340096
elonmusk,2020-08-27T07:15:06Z,@ItMotivatesUs Only so many days @waitbutwhy https://t.co/19h4u8TA2a,342,2935,ItMotivatesUs,,,Twitter for iPhone,en,1298881709262462976
elonmusk,2020-08-27T07:08:19Z,"@WholeMarsBlog We were too obtuse for our own good, although I think it works esthetically. Those are folded-over current collectors at the top/bottom of the cell, which are important, but I don’t want to jump the gun on Sept 22 …",206,3840,WholeMarsBlog,,,Twitter for iPhone,en,1298880004332412929
elonmusk,2020-08-27T06:47:52Z,"@cleantechnica But actually nothing. Was surprised to hear they’re across the road. Adding silicon to carbon anode makes sense. We already do. Question is just what ratio of silicon to carbon &amp; what shape? Silicon expands like crazy during discharge &amp; comes apart, so cycle life is usually bad.",175,2798,elonmusk,,,Twitter for iPhone,en,1298874856210149376
elonmusk,2020-08-27T06:25:25Z,@cleantechnica Nothing 👀,220,6835,cleantechnica,,,Twitter for iPhone,en,1298869205853515776
elonmusk,2020-08-27T05:50:23Z,@lexfridman Then they leave the house and hardly ever call their parents!,90,5129,lexfridman,,,Twitter for iPhone,en,1298860390516961283
elonmusk,2020-08-27T05:42:01Z,"The Big Bang started very, very smōl https://t.co/XVvcuALZ2o https://t.co/8R92iEXVvN",5356,84777,,,,Twitter for iPhone,en,1298858283852234752
elonmusk,2020-08-27T05:20:40Z,@PPathole Asimov was 🔥🔥,142,5398,PPathole,,,Twitter for iPhone,en,1298852911334780928
elonmusk,2020-08-27T04:37:06Z,Should we believe things proportionate to the evidence that they are true? (yes),9595,127678,,,,Twitter for iPhone,en,1298841950448160768
elonmusk,2020-08-27T03:39:50Z,Olde skoole analog synthesizer from ancient Britain https://t.co/JG0fI3ChxC,1256,31427,,,,Twitter for iPhone,en,1298827537645285376
elonmusk,2020-08-26T21:32:48Z,@slashdot https://t.co/WoIwia7zTn,222,7489,slashdot,,,Twitter for iPhone,,1298735168161755136
elonmusk,2020-08-26T21:11:28Z,@Kristennetten @flcnhvy Was just there &amp; weather was calm. Sure hope it stays that way!,41,1520,Kristennetten,,,Twitter for iPhone,en,1298729800773836806
